2611.2961,9141.5019,0
2611.2959,9141.5,0
2611.2958,9141.4986,0
2611.2958,9141.4976,0
2611.296,9141.4969,0
2611.2962,9141.4962,0
2611.2964,9141.4957,0
2611.2968,9141.4954,0
2611.2972,9141.495,0
2611.297,9141.4947,0
2611.297,9141.4944,0
2611.2971,9141.4942,0
2611.2971,9141.4943,0
2611.2971,9141.4943,0
2611.2971,9141.4943,0
2611.2971,9141.4943,0
2611.2973,9141.4938,0
2611.2974,9141.4937,0
2611.2975,9141.4935,0
2611.2975,9141.4933,0
2611.2976,9141.4931,0
2611.2975,9141.4928,0
2611.2971,9141.4935,0
2611.2968,9141.4938,0
2611.2969,9141.4932,0
2611.297,9141.4929,0
2611.2971,9141.4928,0
2611.2971,9141.4928,0
2611.2971,9141.4928,0
2611.2971,9141.4927,0
2611.2972,9141.4928,0
2611.2973,9141.4925,0
2611.2973,9141.4928,0
2611.2968,9141.4934,0
2611.2964,9141.4939,0
2611.2959,9141.4942,0
2611.2954,9141.4953,0
2611.2953,9141.4961,0
2611.2951,9141.4961,0
2611.2951,9141.4964,0
2611.2949,9141.4963,0
2611.2948,9141.496,0
2611.2947,9141.4959,0
2611.2946,9141.4957,0
2611.2943,9141.4958,0
2611.2941,9141.496,0
2611.294,9141.4963,0
2611.2938,9141.4963,2
2611.2935,9141.4961,0
2611.2933,9141.4958,2
2611.2927,9141.4955,1
2611.2925,9141.495,0
2611.2922,9141.4945,0
2611.2919,9141.494,1
2611.2916,9141.4935,0
2611.2914,9141.4929,0
2611.2912,9141.4925,0
2611.291,9141.4921,0
2611.291,9141.4918,1
2611.2905,9141.4918,0
2611.2904,9141.4919,0
2611.2905,9141.4919,0
2611.2909,9141.4922,0
2611.2914,9141.4924,0
2611.2917,9141.4932,0
2611.2921,9141.4935,0
2611.2928,9141.4937,0
2611.2947,9141.4933,0
2611.2962,9141.4929,0
2611.2968,9141.493,0
2611.2976,9141.4931,0
2611.2983,9141.4929,0
2611.299,9141.4927,0
2611.2999,9141.4925,0
2611.3009,9141.4924,2
2611.3019,9141.4923,0
2611.3029,9141.4922,0
2611.304,9141.4924,0
2611.305,9141.4924,0
2611.3059,9141.4922,0
2611.3069,9141.4922,0
2611.3079,9141.492,0
2611.309,9141.4919,0
2611.3101,9141.4916,0
2611.3115,9141.4915,0
2611.3131,9141.4923,0
2611.3146,9141.4927,0
2611.316,9141.4931,0
2611.3172,9141.4937,0
2611.3183,9141.4944,0
2611.3197,9141.4949,0
2611.321,9141.4956,0
2611.3224,9141.4968,1
2611.3239,9141.4973,0
2611.3253,9141.4977,1
2611.3267,9141.4985,0
2611.3282,9141.4996,0
2611.33,9141.501,0
2611.3318,9141.5019,0
2611.3336,9141.5024,0
2611.3354,9141.503,0
2611.3372,9141.5035,0
2611.3391,9141.5038,0
2611.341,9141.5037,0
2611.3426,9141.5038,0
2611.3442,9141.504,0
2611.3459,9141.5045,0
2611.3476,9141.505,1
2611.3495,9141.5057,0
2611.3512,9141.5061,0
2611.3529,9141.5066,0
2611.3544,9141.5076,0
2611.3555,9141.5083,0
2611.3566,9141.5091,0
2611.3577,9141.5101,0
2611.3586,9141.5111,0
2611.3597,9141.5128,0
2611.3606,9141.5142,0
2611.3617,9141.5155,0
2611.3628,9141.517,1
2611.3639,9141.5185,1
2611.3652,9141.52,0
2611.3663,9141.5212,0
2611.3675,9141.5226,0
2611.3687,9141.5239,0
2611.3698,9141.5252,0
2611.3712,9141.5266,0
2611.3728,9141.528,1
2611.3743,9141.5295,0
2611.3758,9141.5312,0
2611.3774,9141.5337,0
2611.379,9141.5357,0
2611.3805,9141.538,0
2611.3819,9141.5399,0
2611.3833,9141.5416,0
2611.3847,9141.5431,2
2611.386,9141.5448,0
2611.3871,9141.5468,0
2611.3881,9141.5489,0
2611.3895,9141.5507,0
2611.3906,9141.5527,0
2611.3918,9141.5547,1
2611.3926,9141.5569,0
2611.3933,9141.5593,0
2611.3937,9141.5618,0
2611.394,9141.5644,0
2611.3941,9141.5671,0
2611.394,9141.5696,0
2611.394,9141.5721,0
2611.3938,9141.5751,0
2611.3936,9141.5776,0
2611.3934,9141.5803,1
2611.3934,9141.5829,0
2611.3934,9141.5854,1
2611.3934,9141.5879,0
2611.3934,9141.5906,0
2611.3932,9141.5927,0
2611.3926,9141.5952,0
2611.3919,9141.5979,0
2611.3911,9141.6006,0
2611.3903,9141.6031,0
2611.3894,9141.6058,0
2611.3886,9141.6077,0
2611.3879,9141.6096,0
2611.3873,9141.6111,0
2611.3869,9141.6127,0
2611.3864,9141.6141,0
